IF1206	2012/4/18 9:14	2580	1	2580.2	2580.4	1	1	9761
IF1206	2012/4/18 9:15	2580.4	5	2580.4	2582	1	4	9759
IF1206	2012/4/18 9:15	2580	1	2580.4	2581.8	12	5	9759
IF1206	2012/4/18 9:15	2579.8	1	2580	2580	1	1	9758
IF1206	2012/4/18 9:15	2580	5	2580	2580.8	1	1	9757
IF1206	2012/4/18 9:15	2580.4	1	2580.4	2580.8	1	2	9757
IF1206	2012/4/18 9:15	2580	1	2580.4	2580.8	1	1	9758
IF1206	2012/4/18 9:15	2579.6	1	2580	2580.4	1	1	9759
IF1206	2012/4/18 9:15	2579.2	1	2580.4	2580.6	1	1	9760
IF1206	2012/4/18 9:15	2579.2	2	2579.2	2580	3	1	9760
IF1206	2012/4/18 9:15	2579.4	1	2580	2580	1	1	9760
IF1206	2012/4/18 9:15	2579.4	1	2580.2	2580.4	2	1	9760
IF1206	2012/4/18 9:15	2580	2	2580	2580.2	3	1	9761
IF1206	2012/4/18 9:15	2579.4	2	2580	2580	6	2	9763
IF1206	2012/4/18 9:15	2579.2	2	2579.4	2580	6	1	9763
IF1206	2012/4/18 9:15	2579.2	3	2580	2580	3	1	9764
IF1206	2012/4/18 9:15	2579	1	2579.2	2580	5	2	9766
IF1206	2012/4/18 9:15	2579	1	2580	2580	3	1	9766
IF1206	2012/4/18 9:15	2578.8	1	2579	2579.4	1	2	9768
IF1206	2012/4/18 9:15	2578.8	1	2578.8	2579.4	1	2	9767
IF1206	2012/4/18 9:15	2579.2	1	2579.4	2580	5	1	9766
IF1206	2012/4/18 9:15	2579.8	1	2580	2580.2	1	4	9763
IF1206	2012/4/18 9:15	2579	2	2580	2580.2	1	1	9764
IF1206	2012/4/18 9:15	2579.8	1	2580	2580.4	1	1	9764
IF1206	2012/4/18 9:15	2580.4	1	2580.4	2580.6	1	1	9764
IF1206	2012/4/18 9:15	2579.8	1	2580.4	2580.8	3	1	9764
IF1206	2012/4/18 9:15	2580.4	4	2580.6	2580.8	2	1	9764
IF1206	2012/4/18 9:15	2580.4	3	2580.4	2581	1	1	9765
IF1206	2012/4/18 9:15	2581	1	2581	2581.2	1	2	9766
IF1206	2012/4/18 9:15	2580.4	3	2581	2581.2	1	1	9766
IF1206	2012/4/18 9:15	2580.6	1	2580.8	2581.4	2	1	9765
IF1206	2012/4/18 9:15	2580.4	3	2581.2	2581.2	1	1	9765
IF1206	2012/4/18 9:15	2580.4	3	2580.8	2581	1	1	9766
IF1206	2012/4/18 9:15	2580.4	3	2580.8	2581	1	1	9767
IF1206	2012/4/18 9:15	2580.4	3	2581	2581	1	3	9769
IF1206	2012/4/18 9:15	2580.2	1	2580.4	2580.4	28	4	9769
IF1206	2012/4/18 9:15	2580.2	1	2580.4	2580.4	27	1	9768
IF1206	2012/4/18 9:15	2579.4	2	2580.4	2580.4	26	2	9768
IF1206	2012/4/18 9:16	2579.8	1	2580.4	2580.4	16	9	9768
IF1206	2012/4/18 9:16	2579.8	1	2580.4	2580.4	15	1	9768
IF1206	2012/4/18 9:16	2579.4	3	2580.4	2580.4	15	1	9767
IF1206	2012/4/18 9:16	2579.8	1	2580.4	2580.4	13	1	9767
IF1206	2012/4/18 9:16	2579	2	2579.2	2579.6	1	1	9767
IF1206	2012/4/18 9:16	2579	2	2579.6	2579.8	1	1	9768
IF1206	2012/4/18 9:16	2579	2	2579.8	2580.2	2	1	9768
IF1206	2012/4/18 9:16	2578.8	3	2579	2579	5	2	9766
IF1206	2012/4/18 9:16	2578.8	3	2579	2579	3	2	9764
IF1206	2012/4/18 9:16	2578.6	1	2578.8	2578.8	1	1	9764
IF1206	2012/4/18 9:16	2578.6	1	2578.8	2579	4	1	9764
IF1206	2012/4/18 9:16	2578.4	1	2578.6	2579	3	1	9764
IF1206	2012/4/18 9:16	2578.4	1	2578.6	2578.6	1	1	9763
IF1206	2012/4/18 9:16	2578	7	2578.6	2578.6	1	2	9764
IF1206	2012/4/18 9:16	2578	6	2578.2	2578.4	1	1	9763
IF1206	2012/4/18 9:17	2578	1	2578	2578.2	5	5	9763
IF1206	2012/4/18 9:17	2577.8	1	2578	2578	4	1	9764
IF1206	2012/4/18 9:17	2577.6	1	2577.8	2578	2	1	9763
IF1206	2012/4/18 9:17	2577.6	1	2578	2578	1	1	9763
IF1206	2012/4/18 9:17	2577.6	1	2578	2578.2	4	1	9763
IF1206	2012/4/18 9:17	2577.6	2	2578	2578.2	4	1	9762
IF1206	2012/4/18 9:17	2578	8	2578.2	2578.2	1	3	9762
IF1206	2012/4/18 9:17	2578.2	2	2578.2	2578.4	1	1	9761
IF1206	2012/4/18 9:17	2578	7	2578.2	2578.2	2	1	9761
IF1206	2012/4/18 9:17	2577.6	1	2578.2	2578.2	3	1	9762
IF1206	2012/4/18 9:17	2578	3	2578	2578.2	1	2	9762
IF1206	2012/4/18 9:17	2578	4	2578	2578.4	2	1	9762
IF1206	2012/4/18 9:17	2577.6	6	2578	2578.4	1	5	9762
IF1206	2012/4/18 9:18	2578	3	2578.4	2578.8	1	1	9761
IF1206	2012/4/18 9:18	2578.8	1	2578.8	2579	1	1	9761
IF1206	2012/4/18 9:18	2578	3	2578.8	2578.8	2	1	9760
IF1206	2012/4/18 9:18	2578	3	2578.2	2578.8	2	1	9760
IF1206	2012/4/18 9:18	2578.2	1	2578.8	2579	1	1	9760
IF1206	2012/4/18 9:18	2578	5	2578.2	2579	1	1	9760
IF1206	2012/4/18 9:18	2578	5	2578.2	2578.8	1	1	9760
IF1206	2012/4/18 9:18	2578	5	2578.6	2579	1	1	9760
IF1206	2012/4/18 9:18	2578	5	2579	2579.2	1	1	9761
IF1206	2012/4/18 9:18	2578	5	2579	2579.2	2	1	9762
IF1206	2012/4/18 9:18	2578.2	1	2578.8	2578.8	10	4	9764
IF1206	2012/4/18 9:19	2578.2	1	2578.8	2578.8	1	1	9764
IF1206	2012/4/18 9:19	2578.2	1	2578.8	2579	1	1	9765
IF1206	2012/4/18 9:19	2578.4	2	2578.6	2578.8	1	1	9764
IF1206	2012/4/18 9:19	2578.4	2	2578.6	2578.8	1	1	9763
IF1206	2012/4/18 9:20	2578.8	1	2578.8	2579	2	1	9763
IF1206	2012/4/18 9:20	2578.8	2	2579	2579.2	2	2	9761
IF1206	2012/4/18 9:20	2578.8	2	2579	2579.2	1	1	9761
IF1206	2012/4/18 9:20	2579.2	1	2579.2	2579.4	1	1	9760
IF1206	2012/4/18 9:20	2579	2	2579.4	2579.6	1	3	9762
IF1206	2012/4/18 9:20	2579	3	2579.4	2579.4	1	1	9762
IF1206	2012/4/18 9:20	2579	3	2579.2	2579.4	1	1	9762
IF1206	2012/4/18 9:20	2579	2	2579	2579.2	1	1	9763
IF1206	2012/4/18 9:20	2579	2	2579.2	2579.4	1	1	9764
IF1206	2012/4/18 9:20	2578.4	2	2578.8	2579	8	3	9767
IF1206	2012/4/18 9:21	2578.4	2	2579	2579	3	1	9768
IF1206	2012/4/18 9:21	2578.2	1	2578.4	2578.4	3	1	9768
IF1206	2012/4/18 9:21	2578	5	2578.2	2578.2	2	1	9768
IF1206	2012/4/18 9:21	2578	5	2578	2578.2	1	4	9772
IF1206	2012/4/18 9:21	2578	4	2578	2578.6	4	1	9772
IF1206	2012/4/18 9:21	2578	5	2578.4	2578.6	4	2	9772
IF1206	2012/4/18 9:21	2578	4	2578	2578.2	3	1	9772
IF1206	2012/4/18 9:21	2577.8	5	2578	2578	1	4	9772
IF1206	2012/4/18 9:21	2577.8	6	2578	2578.2	3	1	9771
IF1206	2012/4/18 9:21	2577.8	6	2578	2578.2	2	1	9770
IF1206	2012/4/18 9:21	2577.8	5	2577.8	2578.2	2	1	9770
IF1206	2012/4/18 9:22	2577.8	4	2577.8	2578.2	2	1	9771
IF1206	2012/4/18 9:22	2578	2	2578.2	2578.2	1	1	9770
IF1206	2012/4/18 9:22	2578.2	1	2578.2	2578.4	1	1	9771
IF1206	2012/4/18 9:22	2578.2	1	2578.4	2578.6	1	1	9771
IF1206	2012/4/18 9:22	2578.2	1	2578.8	2578.8	1	1	9770
IF1206	2012/4/18 9:22	2578	2	2578.2	2578.8	1	1	9771
IF1206	2012/4/18 9:22	2578.2	2	2578.2	2579	2	1	9770
IF1206	2012/4/18 9:22	2578.2	1	2578.8	2579	2	1	9771
IF1206	2012/4/18 9:22	2578	3	2578.2	2579	2	1	9772
IF1206	2012/4/18 9:23	2578.4	2	2578.4	2579	2	1	9771
IF1206	2012/4/18 9:23	2578.4	1	2578.4	2578.8	1	1	9770
IF1206	2012/4/18 9:23	2578.4	1	2578.8	2579	2	1	9771
IF1206	2012/4/18 9:23	2579	1	2579	2579.2	1	2	9772
IF1206	2012/4/18 9:23	2579.2	1	2579.2	2579.6	2	1	9772
IF1206	2012/4/18 9:23	2579.2	2	2579.6	2579.6	1	1	9773
IF1206	2012/4/18 9:24	2579.2	1	2579.6	2579.4	1	1	9774
IF1206	2012/4/18 9:24	2579.2	1	2579.6	2580	2	1	9774
IF1206	2012/4/18 9:24	2579	1	2579.6	2579.8	1	1	9775
IF1206	2012/4/18 9:24	2579.2	1	2579.2	2579.8	1	1	9775
IF1206	2012/4/18 9:24	2579	1	2579	2579.6	1	1	9775
IF1206	2012/4/18 9:24	2579.6	3	2579.6	2579.8	4	2	9776
IF1206	2012/4/18 9:24	2578.8	1	2579.6	2579.6	22	3	9779
IF1206	2012/4/18 9:24	2578.6	1	2578.8	2578.8	3	2	9780
IF1206	2012/4/18 9:24	2578.6	1	2578.8	2578.8	2	1	9781
